code,dept,number,name,credits,semester,prereqs,description
BE4350,BE,4350,Cell Biomechanics and Mechanical Transduction,3.0,"Fall, in odd years",BE2400 and BE3350 and BE3800,"This course is designed to introduce the mechanical analysis and characterization of mammalian cells. Mechanotransduction, whereby cells detect loading and respond to the morphology and mechanical properties of the surrounding extracellular matrix, will be emphasized."
BE4410,BE,4410,Medical Imaging,3.0,"Spring, in odd years",BE3700 and BE3701,"This course covers the physical nature of the interactions between the waves and matter, especially the biological tissues, principle imaging modalities used in modern medicine and the common techniques used for the processing of the resulting images."
BE4510,BE,4510,Cardiovascular Engineering,3.0,"Fall, in odd years",BL2020 and BE3350 and BE3550,"This course introduces and reviews fluid dynamics in the context of cardiovascular flows. Applications include analysis of unsteady blood flow, flow through heart valves, blood flow and cardiac chamber fluid-structure interaction, and flow related blood damage."
BE4530,BE,4530,3D Bioprinting,3.0,"Spring, in even years",BE2400 and BE3800,"This course will cover the principles of 3D bioprinting to develop therapeutic products. Topics include tissue engineering, introduction of 3D bioprinting techniques, biomaterials and chemistries for the development of bioinks, cell-bioink interactions, and case studies of the application of 3D bioprinting in healthcare."
BE4650,BE,4650,Neural Basis of Rehabilitation Engineering,3.0,"Spring, in even years",BE3350 and BL2010 and BL2011 and BL2020 and BL2021,"Basic neuroscience topics underlying sensorimotor control will be introduced. Different types of neuromuscular disorders and current techniques used for diagnosis, assessment, and rehabilitation interventions will be studied."
BE4655,BE,4655,Neural Prosthetic Systems,3.0,"Spring, in odd years",BE3700 and BL2010 and BL2011 and BL2020 and BL2021,"This course will cover systems that use electrical stimulation to restore normal function following injury or disease. The underlying biophysical basis and technology for treatment, clinical applications and challenges will be studied. Topics include spinal cord stimulation for pain relief, cochlear implants, brain and neuromuscular stimulation."
BE4670,BE,4670,Micro &amp; Nano Technologies,3.0,"Fall, in even years",PH2100 or EE2110 or EE3010,"This course will introduce students to micro- and nano- technologies and the processes involved in manufacturing. Particular emphasis will be on their use in biomedical applications. Goal is to provide information beneficial in research and development, and the industry."
BE4700,BE,4700,Biosensors: Fabrication &amp; Applications,3.0,"Fall, in odd years",BE3700 and BE3701,"This course introduces the student to the fundamentals of biosensor development and applications. It provides an understanding of biological components, immobilization methods, transducers, and fabrication techniques."
BE4755,BE,4755,Medical Devices,3.0,Fall,BE3700,"An introduction to medical devices used for diagnosis, monitoring, and treatment in clinical medicine. Topics covered include product planning, reliability, clinical trial design, regulatory as well as technical aspects of common medical devices."
BE4770,BE,4770,Biomedical Microcontrollers,3.0,"Fall, in odd years",BE3700 and BE3701,"The focus of this course is to provide biomedical engineering students the necessary skills to develop microcontroller-based devices. Provides basic knowledge on computer programming languages, microcontrollers, digital circuits, and microcontroller development kits. Students will design and fabricate a microcontroller-based device using a microcontroller development kit for a specific biomedical application."
BE4850,BE,4850,Tissue Mechanics,3.0,"Fall, in odd years",BE3350,"This course integrates continuum mechanics, experiments, and computational methods to understand soft tissue mechanics. The first half of the course is dedicated to building continuum mechanics foundation, which will be used to formulate constitutive equations for arteries and the heart in the second half."
BE4870,BE,4870,Computer Vision for Microscopic Images,3.0,"Fall, in even years",BE2700,"This course teaches how to quantify data out of images, typically from optical microscopes. It covers thresholding, image derivatives, edge-detection, watershed, multi-scale and steerable filters, 3D image processing, feature extraction, PCA, classification, convolutional neural networks, particle tracking, and diffusion analysis."
BE4900,BE,4900,Biomedical Design Fundamentals,2.0,Spring,,"Design considerations and professional practice issues are addressed.  Ethics, regulatory affairs, and intellectual property are addressed within the context of the biomedical engineering profession.  Modern tools of biomedical design are presented and applied to current problems."
BE4901,BE,4901,Biomedical Design Project I,2.0,Fall,BE3350 and BE3700 and BE3701 and BE3800 and BE4900,"Team approach is used to resolve a defined problem in biomedical engineering.  Projects are selected and undertaken with faculty guidance and sponsor input.  Must be senior project ready, as defined by major, substitutes for prerequisites."
BE4910,BE,4910,Biomedical Design Project II,2.0,Spring,BE4900 and BE4901,"Continuation of Biomedical Design Project I (BE4901) under faculty guidance. Emphasizes design and testing of prototypes. Requires work project notebooks, oral and written reports, and presentations."
BE4930,BE,4930,Biomedical Engineering Topics,var,"Fall, Spring, Summer",,Biomedical engineering courses will be offered on new or emerging technical subjects depending on student demand and faculty interest and expertise.
BL1100,BL,1100,"General Biology I: Introduction to Organismal Biology, Ecology, and Evolution",3.0,"Fall, Summer",,"A discussion of the principles of ecology and organismal biology, using the theme of physiological ecology and adaptations. This course will emphasize biodiversity, scientific method, experimental design, and written and oral presentation of results."
BL1110,BL,1110,"General Biology I Laboratory: Introduction to Organismal Biology, Ecology, and Evolution",1.0,"Fall, Summer",,"Covers principles of ecology and organismal biology, using the theme of physiological ecology and adaptations. This course will emphasize biodiversity, scientific method, experimental design, and written and oral presentation of results."
